Date,equity_buy_and_hold,equity_penalty_0_0,equity_penalty_1_0,equity_penalty_2_0,equity_penalty_3_0,equity_penalty_4_0,equity_penalty_5_0
2009-04-20,1.0144535766850966,1.2091868198198514,1.2091868198198514,1.124687786732408,1.124687786732408,1.0637143583876456,1.0858171262415144
2009-04-21,1.0342731398326106,1.23220632817601,1.23220632817601,1.1466610155944126,1.1466610155944126,1.0844963383436643,1.1070309319737763
2009-04-22,1.0279503494793454,1.2246735189160842,1.2246735189160842,1.1396511678775523,1.1396511678775523,1.0778665200469806,1.1002633536350575
2009-04-23,1.0380427947591115,1.2366973977751163,1.2366973977751163,1.150840294916277,1.150840294916277,1.08844904368538,1.1110657700119946
2009-04-24,1.053728698077268,1.2553851781954004,1.2553851781954004,1.1682306854587832,1.1682306854587832,1.1048966377076965,1.1278551262278582
2009-04-27,1.0437576087573293,1.2435058796951752,1.2435058796951752,1.1571761013592348,1.1571761013592348,1.0944413629448604,1.1171826028125909
2009-04-28,1.0404742593429144,1.2395941819334895,1.2395941819334895,1.153535971272618,1.153535971272618,1.090998577591262,1.113668280316675
2009-04-29,1.0626042459975376,1.265959276943779,1.265959276943779,1.178070682651266,1.178070682651266,1.114203172751122,1.137355040426098
2009-04-30,1.0629690066199153,1.266393843336208,1.266393843336208,1.1784750794876493,1.1784750794876493,1.1145856457595622,1.1377454607862396
2009-05-01,1.0686836316882529,1.273202100170083,1.273202100170083,1.1848106764709196,1.1848106764709196,1.1205777669149293,1.1438620913663455
2009-05-04,1.1050404161948943,1.3165166350022122,1.3165166350022122,1.2251181212266442,1.2251181212266442,1.1586999980286403,1.1827764588442353
2009-05-05,1.101270887221647,1.312025715460562,1.312025715460562,1.2209389815445715,1.2209389815445715,1.1547474247563336,1.1787417556196775
2009-05-06,1.1203613699607928,1.3347696239438833,1.3347696239438833,1.2421039054730798,1.2421039054730798,1.1747649209384035,1.1991751924794671
2009-05-07,1.1047972004622246,1.3162268740547742,1.3162268740547742,1.224848476789125,1.224848476789125,1.1584449719998773,1.1825161336662544
2009-05-08,1.1305751712003869,1.3469380831617228,1.3469380831617228,1.2534275754509814,1.2534275754509814,1.1854746934523668,1.2101075018180747
2009-05-11,1.1094177955699358,1.3217317318262738,1.3217317318262738,1.2299711625428285,1.2299711625428285,1.1632899382687416,1.1874617727932562
2009-05-12,1.1061350759217887,1.3178207843518677,1.3178207843518677,1.2263317306551695,1.2263317306551695,1.1598478132621883,1.1839481243656416
2009-05-13,1.0782903382455746,1.2846472824502473,1.2846472824502473,1.1954612826534599,1.1954612826534599,1.1306509648775525,1.1541445988624526
2009-05-14,1.0875310246479826,1.2956563977634226,1.2956563977634226,1.2057060956017005,1.2057060956017005,1.1403403691376452,1.1640353378618147
2009-05-15,1.0786547210081918,1.2850813986703087,1.2850813986703087,1.1958652605704687,1.1958652605704687,1.131033041677766,1.1545346147816136
2009-05-18,1.109296250680228,1.3215869263812832,1.3215869263812832,1.229836410143965,1.229836410143965,1.1631624912890652,1.187331677611096
2009-05-19,1.107958627127171,1.3199933161991018,1.3199933161991018,1.2283534355575036,1.2283534355575036,1.1617599141655723,1.1858999565390296
2009-05-20,1.1005414919301453,1.3111567327331604,1.3111567327331604,1.2201303275115971,1.2201303275115971,1.153982610808863,1.1779610497130553
2009-05-21,1.0847346105119218,1.292324822126437,1.292324822126437,1.2026058129492891,1.2026058129492891,1.1374081641192098,1.1610422049765023
2009-05-22,1.082423746168425,1.2895717179821353,1.2895717179821353,1.2000438416933754,1.2000438416933754,1.1349850866724371,1.1585687787515304
2009-05-26,1.1101473168146918,1.3226008646111327,1.3226008646111327,1.230779956215596,1.230779956215596,1.164054884285623,1.18824261351354
2009-05-27,1.0903276906905512,1.298988273515321,1.298988273515321,1.208806657533696,1.208806657533696,1.1432728382949,1.1670287403744481
2009-05-28,1.1055268476602345,1.3170961568970891,1.3170961568970891,1.2256574101016844,1.2256574101016844,1.159210050086168,1.1832971092001987
2009-05-29,1.125103132098452,1.3404188369880068,1.3404188369880068,1.2473609247062736,1.2473609247062736,1.179736937978719,1.2042505223476492
2009-06-01,1.1523403972326327,1.3728686117795836,1.3728686117795836,1.2775578899932467,1.2775578899932467,1.2082968156037874,1.2334038415673565
2009-06-02,1.1533131342100582,1.37402750551188,1.37402750551188,1.278636328103533,1.278636328103533,1.209316787649431,1.234445007465621
2009-06-03,1.1387214497824085,1.3566433492401555,1.3566433492401555,1.2624590582502813,1.2624590582502813,1.1940165466177308,1.2188268449233524
2009-06-04,1.1494221863003566,1.369391930582695,1.369391930582695,1.2743225756623882,1.2743225756623882,1.2052368994668565,1.2302803438725634
2009-06-05,1.1496650241732655,1.369681241357765,1.369681241357765,1.2745918011805328,1.2745918011805328,1.2054915292873927,1.2305402646095636
2009-06-08,1.144922632269339,1.3640312780263624,1.3640312780263624,1.2693340837483822,1.2693340837483822,1.2005188519000332,1.225464260673081
2009-06-09,1.1507594319936525,1.370985090592508,1.370985090592508,1.2758051313294743,1.2758051313294743,1.2066390803821223,1.2317116605036487
2009-06-10,1.1478412210613762,1.3675084093956191,1.3675084093956191,1.2725698169986155,1.2725698169986155,1.2035791642451914,1.2285881628088553
2009-06-11,1.1529479957279196,1.3735924889470827,1.3735924889470827,1.2782315123477745,1.2782315123477745,1.2089339184327639,1.2340541826644986
2009-06-12,1.1561094223928658,1.3773589310914098,1.3773589310914098,1.2817364711161527,1.2817364711161527,1.212248860598458,1.2374380055372733
2009-06-15,1.1296016785034408,1.3457782890846912,1.3457782890846912,1.2523482995019464,1.2523482995019464,1.1844539289902702,1.2090655270378494
2009-06-16,1.1142817323635712,1.3451144709256517,1.3451144709256517,1.2517305665890333,1.2353636323738435,1.1683900626357793,1.1926678719119
2009-06-17,1.1131874504964379,1.3451235374368034,1.3451235374368034,1.2517390036621494,1.234754277312287,1.167813742935343,1.191496610831475
2009-06-18,1.121333603125205,1.3542944046751408,1.3451331368594635,1.2517479366496573,1.2347630890889452,1.1678220769934387,1.2002158191230916
2009-06-19,1.125466507235041,1.3592859334186032,1.3494183333100933,1.2517573655126786,1.2347723900126293,1.1715424128339365,1.2046394597575283
2009-06-22,1.0917177107970997,1.3586170677045954,1.3487543231597532,1.2517672902129329,1.2347821800455787,1.170965930334423,1.2040466911482437
2009-06-23,1.0925739410149604,1.3586278396541194,1.3487650169113883,1.2517772149918762,1.2347919701561496,1.1709752144706198,1.2040562375690047
2009-06-24,1.101989576486596,1.358638073596131,1.3487751765611227,1.2517866440754382,1.2348012712973822,1.1709840349084852,1.2040653071915712
2009-06-25,1.1259557096719592,1.3875064941362565,1.3774340296933534,1.25179557740293,1.234810083409411,1.1709923915912483,1.2040738999575682
2009-06-26,1.1230212507699706,1.38389038317531,1.3738441695277939,1.2479072576166081,1.2348198737412168,1.1710016759372461,1.2040834465940573
