Date,position,fee,strategy_ret_gross,strategy_ret,strategy_excess_ret,rebalance_date,predicted_label,predicted_probability_raw,predicted_probability_smoothed,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger,equity_predicted_strategy
2000-10-06,0.0,0.0,0.0002402292462186928,0.0002402292462186928,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9683599978576453
2000-10-09,0.0,0.0,0.000241349911460631,0.000241349911460631,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9685937114573903
2000-10-10,0.0,0.0,0.00023985562109318792,0.00023985562109318792,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9688260341036389
2000-10-11,0.0,0.0,0.00023836077019145918,0.00023836077019145918,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9690569642233093
2000-10-12,0.0,0.0,0.00023836077019145918,0.00023836077019145918,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.969287949387661
2000-10-13,0.0,0.0,0.00024172339651817865,0.00024172339651817865,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9695222489629912
2000-10-16,0.0,0.0,0.00024247026163837226,0.00024247026163837226,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9697573292763615
2000-10-17,0.0,0.0,0.00024247026163837226,0.00024247026163837226,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9699924665897168
2000-10-18,0.0,0.0,0.00024321698680918047,0.00024321698680918047,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9702283852346684
2000-10-19,0.0,0.0,0.00024284364171411887,0.00024284364171411887,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9704639990290331
2000-10-20,0.0,0.0,0.00024396357208300579,0.00024396357208300579,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9707007568928142
2000-10-23,0.0,0.0,0.00024433681227487014,0.00024433681227487014,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9709379348214262
2000-10-24,0.0,0.0,0.00024582942356277115,0.00024582942356277115,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9711766199342586
2000-10-25,0.0,0.0,0.00024471001751225074,0.00024471001751225074,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9714142765819302
2000-10-26,0.0,0.0,0.00024433681227487014,0.00024433681227487014,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9716516288496686
2000-10-27,0.0,0.0,0.00024582942356277115,0.00024582942356277115,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9718904894094925
2000-10-30,0.0,0.0,0.0002454563231495399,0.0002454563231495399,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.972129046075527
2000-10-31,0.0,0.0,0.0002450831878015869,0.0002450831878015869,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.9723672985610937
