Date,rebalance_date,predicted_probability_raw,predicted_probability_smoothed,predicted_label,predicted_bull_flag,predicted_bear_flag,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger
2016-01-20,2015-12-07,0.0017879970837384462,0.2637651020305604,0,0,1,12,,0.5,bear,0,0,0
2016-01-21,2015-12-07,0.0023252898827195168,0.24909161288139392,0,0,1,12,,0.5,bear,0,0,0
2016-01-22,2015-12-07,0.003195156343281269,0.23529050524905626,0,0,1,12,,0.5,bear,0,0,0
2016-01-25,2015-12-07,0.002849558601155877,0.22224459735752505,0,0,1,12,,0.5,bear,0,0,0
2016-01-26,2015-12-07,0.004486991558223963,0.21002280206325044,0,0,1,12,,0.5,bear,0,0,0
2016-01-27,2015-12-07,0.0012715515913441777,0.19830649465195874,0,0,1,12,,0.5,bear,0,0,0
2016-01-28,2015-12-07,0.0024992930702865124,0.1873166808813132,0,0,1,12,,0.5,bear,0,0,0
2016-01-29,2015-12-07,0.12364469468593597,0.18374304689317592,0,0,1,12,,0.5,bear,0,0,0
2016-02-01,2015-12-07,0.26227399706840515,0.18815065044752033,0,0,1,12,,0.5,bear,0,0,0
2016-02-02,2015-12-07,0.002343171276152134,0.1777220779701454,0,0,1,12,,0.5,bear,0,0,0
2016-02-03,2015-12-07,0.008116954006254673,0.16820287381496546,0,0,1,12,,0.5,bear,0,0,0
2016-02-04,2015-12-07,0.031069401651620865,0.1605061634354519,0,0,1,12,,0.5,bear,0,0,0
2016-02-05,2015-12-07,0.0006676070624962449,0.1515351145990539,0,0,1,12,,0.5,bear,0,0,0
2016-02-08,2015-12-07,0.001736718462780118,0.14312757665672557,0,0,1,12,,0.5,bear,0,0,0
2016-02-09,2015-12-07,0.0017215170664712787,0.13519106437124914,0,0,1,12,,0.5,bear,0,0,0
2016-02-10,2015-12-07,0.0019121496006846428,0.12771069367471322,0,0,1,12,,0.5,bear,0,0,0
2016-02-11,2015-12-07,0.0021925014443695545,0.12066589886483386,0,0,1,12,,0.5,bear,0,0,0
2016-02-12,2015-12-07,0.003503053914755583,0.11409005366384255,0,0,1,12,,0.5,bear,0,0,0
2016-02-16,2015-12-07,0.14288552105426788,0.11570621906278206,0,0,1,12,,0.5,bear,1,0,0
2016-02-17,2015-12-07,0.6229685544967651,0.1441766662897037,0,0,1,12,,0.5,bear,0,0,0
2016-02-18,2015-12-07,0.3679358959197998,0.15673530684650758,0,0,1,12,,0.5,bear,0,0,0
2016-02-19,2015-12-07,0.5370599031448364,0.17808128621780872,0,0,1,12,,0.5,bear,1,0,0
2016-02-22,2015-12-07,0.8384929299354553,0.21514734363447416,0,0,1,12,,0.5,bear,0,0,0
2016-02-23,2015-12-07,0.6997546553611755,0.24234626208461207,0,0,1,12,,0.5,bear,1,0,0
2016-02-24,2015-12-07,0.7747004628181458,0.27222500749756934,0,0,1,12,,0.5,bear,1,0,0
2016-02-25,2015-12-07,0.6640088558197021,0.29421414526486017,0,0,1,12,,0.5,bear,1,0,0
2016-02-26,2015-12-07,0.928830087184906,0.3298324011882772,0,0,1,12,,0.5,bear,0,0,0
2016-02-29,2015-12-07,0.6444717645645142,0.34749175171516294,0,0,1,12,,0.5,bear,1,0,0
2016-03-01,2015-12-07,0.9803487658500671,0.3830112866076957,0,0,1,12,,0.5,bear,1,0,0
